search_url,start_date,end_date,page,title_lang,descrip_lang,title,url,citation,description,search_size,dataset,domain,domain_end,year,title_snippet,20_snippet,50_snippet
"https://scholar.google.com/scholar?&as_ylo=1970&as_yhi=1990&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1970,1990,0,id,en,Pengamanan Kunci Enkripsi Citra Pada Algoritma Super Enkripsi Menggunakan Metode End Of File,http://repository.akprind.ac.id/sites/files/SNAST%202012.pdf,"C Iswahyudi, E Setyaningsih… - … Aplikasi Sains & …, 1979 - repository.akprind.ac.id","… 6 baboon.bmp 256 x 256 257 x 256 193 193 6,454 5,725 7 crowded.bmp 256 x 256 257 x 256
193 193 6,549 6,222 8 lenna.bmp 256 x 256 257 x 256 193 193 6,588 5,846 9 peppers.bmp
256 x 256 257 x 256 193 193 6,463 6,719 … crowded.bmp lenna.bmp peppers.bmp … 
",4 results (0.02 sec),scholar3,repository.akprind.ac.id,id,1979,," 3 193 6,549 6,222 8 lenna.bmp 256 x 256 257 x 6,719 … crowded.bmp lenna.bmp peppers.bmp … 
"," ded.bmp 256 x 256 257 x 256
193 193 6,549 6,222 8 lenna.bmp 256 x 256 257 x 256 193 193 6,588 5,846 9 pep x 256 257 x 256 193 193 6,463 6,719 … crowded.bmp lenna.bmp peppers.bmp … 
"
"https://scholar.google.com/scholar?&as_ylo=1970&as_yhi=1990&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1970,1990,0,en,en,A lossy image compression algorithm based on nonuniform sampling and interpolation of the image intensity surface,https://dspace.mit.edu/bitstream/handle/1721.1/13576/24125271-MIT.pdf?sequence=2,CJ Rosenberg - 1990 - dspace.mit.edu,"… graph 92 [3.12-2] Threshold-rate graph 93 [3.13-1] Composition ratio of sample and total data
versus rate for Lena 94 [3.13-2] Composition ratio of sample and total data versus distortion for
Lena _95 [3,13-3] Overlay of sample ratio versus distortion for Lena, Tiff, Smag _ _ 95 … 
",4 results (0.02 sec),scholar3,dspace.mit.edu,edu,1990,," ata
versus rate for lena 94 [3.13-2] composi rsus distortion for
lena _95 [3,13-3] overla rsus distortion for lena, tiff, smag _ _ 95 "," on ratio of sample and total data
versus rate for lena 94 [3.13-2] composition ratio of sample and total io of sample and total data versus distortion for
lena _95 [3,13-3] overlay of sample ratio versus disto -3] overlay of sample ratio versus distortion for lena, tiff, smag _ _ 95 … 
"
"https://scholar.google.com/scholar?&as_ylo=1970&as_yhi=1990&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1970,1990,0,id,en,Perbaikan Citra Melalui Proses Pengolahan Piksel,https://journal.akprind.ac.id/index.php/prosidingsnast/article/download/1718/1375,"M Kusban - Prosiding Seminar Nasional Aplikasi Sains & …, 1979 - journal.akprind.ac.id","… Tabel 2. PSNR dengan gamma 0.53 Citra Negatif Mid-range Stretched Log transform Intensity
sliced Histogram equalized Power-law transform Lena.bmp 8.51 6.61 8.35 6.28 19.09 5.73
Boy.png 5.44 13.39 7.52 11.09 17.76 6.37 Mountain.png 3.94 8.53 9.86 7.45 25.08 4.13 … 
",4 results (0.02 sec),scholar3,journal.akprind.ac.id,id,1979,, power-law transform lena.bmp 8.51 6.61 8.35 ," ty
sliced histogram equalized power-law transform lena.bmp 8.51 6.61 8.35 6.28 19.09 5.73
boy.png 5.44 1"
"https://scholar.google.com/scholar?&as_ylo=1970&as_yhi=1990&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1970,1990,0,de,la,"Taxonomische und ökologische Untersuchungen der Plankton-Rotatorien im westlichen Teil des Velenceer Sees, II.","http://opuscula.elte.hu/PDF/Opuscula19-20_1985/Kertesz,%20Gy%20Czegledy,%20B_19-20_7.pdf","G Kertész, B Czeglédy - Opuse. Zool. Budapest, 1985 - opuscula.elte.hu","… FM, 1786) Keratella valga (Ehrb., 1834) Locane aculeata (Jakubski, 1912) Tirane arcuata (Вгусе,
1891) Lena-tiff arcula Harriiig, 1914 Leeone India (Gosse, 1886) Lecane dasteracerca (Schmarda,
1895) Lecana flexilis (Gosse, 1889) Leeone furatila (Murray, 1913) Lecane … 
",4 results (0.02 sec),scholar3,opuscula.elte.hu,hu,1985,," cuata (вгусе,
1891) lena-tiff arcula harriii"," ata (jakubski, 1912) tirane arcuata (вгусе,
1891) lena-tiff arcula harriiig, 1914 leeone india (gosse, 1"
"https://scholar.google.com/scholar?&as_ylo=1991&as_yhi=1995&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1991,1995,0,en,en,New Image Processing Toolbox using MATLAB codes,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.456.949&rep=rep1&type=pdf,"NH Salman - Zarqa Private Univ., College of Science and …, 1991 - Citeseer","… to save the images in C:\ directory with name Lena.jpg imwrite(c … c,[]) subplot(1,5,4) imshow(c)
%to show the size and the information of any image size(X) info = imfinfo('flowers.Tif') function
thresholdf clear; % Threshold level parameter alfa: %[x,map]=gifread('lena.gif'): alfa=0.1 … 
",5 results (0.03 sec),scholar3,citeseerx.ist.psu.edu,edu,1991,," directory with name lena.jpg imwrite(c … c,[ : %[x,map]=gifread('lena.gif'): alfa=0.1 … 
"," … to save the images in c:\ directory with name lena.jpg imwrite(c … c,[]) subplot(1,5,4) imshow(c)
%t threshold level parameter alfa: %[x,map]=gifread('lena.gif'): alfa=0.1 … 
"
"https://scholar.google.com/scholar?&as_ylo=1991&as_yhi=1995&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1991,1995,0,en,en,Wavelab reference manual,http://statweb.stanford.edu/~wavelab/ftp/WaveLabRef.pdf.Z,"J Buckheit, S Chen, D Donoho… - Version 0.700 …, 1995 - statweb.stanford.edu","Page 1. WaveLab Reference Manual Jonathan Buckheit, Shaobing Chen, David Donoho,
Iain Johnstone, Stanford University & Je rey Scargle Nasa-Ames Research Center
Version 0.700 December, 1995 Page 2. Contents Alphabetic … 
",5 results (0.03 sec),scholar3,statweb.stanford.edu,edu,1995,,,
"https://scholar.google.com/scholar?&as_ylo=1991&as_yhi=1995&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1991,1995,0,en,en,Wavelab architecture,http://statweb.stanford.edu/~wavelab/playfair_ftp/WaveLabArch.pdf.Z,"JB Buckheit, DL Donoho… - URL: http://www-stat …, 1995 - statweb.stanford.edu","… Page 16. 3. DATASET FORMAT 15 % fingerprint.raw - someone's fingerprint % lenna.raw - Lenna
% lincoln.raw - Honest Abe % mriscan.raw - someone's brain % phone.raw - someone's phone
3. Dataset Format Datasets currently occur in one of two formats: 1. 1-d Signals … 
",5 results (0.03 sec),scholar3,statweb.stanford.edu,edu,1995,," one's fingerprint % lenna.raw -  .raw - lenna
% lincoln.raw - hon"," at 15 % fingerprint.raw - someone's fingerprint % lenna.raw -  .raw - lenna
% lincoln.raw - honest abe % mriscan.raw - someon"
"https://scholar.google.com/scholar?&as_ylo=1991&as_yhi=1995&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1991,1995,0,en,en,NETWORKS OF EXCELLENCE,https://books.google.com/books?hl=en&lr=&id=NzGKp6QXCJ0C&oi=fnd&pg=PA121&dq=%22lenna.jpg%22+OR+%22lena.jpg%22+OR+%22lenna.png%22+OR+%22lena.png%22+OR+%22lenna.tiff%22+OR+%22lena.tiff%22+OR+%22lenna.gif%22+OR+%22lena.gif%22+OR+%22lenna.bmp%22+OR+%22lena.bmp%22+OR+%22lenna.raw%22+OR+%22lena.raw%22&ots=LrEV4VXaLy&sig=E2zPE1XJyC4Qp5G10dfDjNYErsk,"G Stockhoun, ER Reading - … of the Tenth CIM-Europe Annual …, 1994 - books.google.com","Page 131. PP Groumpos/Network of Excellence 121 NETWORKS OF EXCELLENCE
rem .. Trondheim Helsinki Glasqow Stockhoun Galway Bradford liver bol Bedro ondon
Reading ER Bremer Bochum Berlin Leuven Nacy Kastytube … 
",5 results (0.03 sec),scholar3,books.google.com,com,1994,,,
"https://scholar.google.com/scholar?&as_ylo=1991&as_yhi=1995&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1991,1995,0,en,en,A locally adaptive perceptual masking threshold model for image coding,https://dspace.mit.edu/bitstream/handle/1721.1/34077/31368695-MIT.pdf;sequence=2,TD Tran - 1994 - dspace.mit.edu,"Page 1. A Locally Adaptive Perceptual Masking Threshold Model for Image Coding by Trac Duy
Tran Submitted to the Department of Electrical Engineering and Computer Science in partial
fulfillment of the requirements for the degrees of Bachelor of Science and … 
",5 results (0.03 sec),scholar3,dspace.mit.edu,edu,1994,,,
"https://scholar.google.com/scholar?&as_ylo=1996&as_yhi=2000&q=""lenna.jpg""+OR+""lena.jpg""+OR+""lenna.png""+OR+""lena.png""+OR+""lenna.tiff""+OR+""lena.tiff""+OR+""lenna.gif""+OR+""lena.gif""+OR+""lenna.bmp""+OR+""lena.bmp""+OR+""lenna.raw""+OR+""lena.raw""&as_sdt=1&as_vis=1",1996,2000,0,en,en,Blocking effect reduction of JPEG images by signal adaptive filtering,https://ieeexplore.ieee.org/abstract/document/661000/,"YL Lee, HC Kim, HW Park - IEEE Transactions on Image …, 1998 - ieeexplore.ieee.org","… (b) JPEG decompressed Lena image, lena.jpg. (c) Postprocessed Lena image after
five iterations using the POCS adaptive algorithm for lena.jpg. (d) Postprocessed
Lena image from the Ramamurthi algorithm for lena.jpg. (e … 
",About 41 results (0.03 sec),scholar3,ieeexplore.ieee.org,org,1998,," ) jpeg decompressed lena image,   image, lena.jpg. (c) postproces . (c) postprocessed lena image after
five it ptive algorithm for lena.jpg. (d) postproces . (d) postprocessed
lena image from the rama urthi algorithm for lena.jpg. (e … 
"," … (b) jpeg decompressed lena image,   image, lena.jpg. (c) postprocessed  .jpg. (c) postprocessed lena image after
five iterations using the pocs adapti  iterations using the pocs adaptive algorithm for lena.jpg. (d) postprocessed
 .jpg. (d) postprocessed
lena image from the ramamurthi algorithm for   image from the ramamurthi algorithm for lena.jpg. (e … 
"
